Old stable ID, New stable ID, Release, Mapping score
ENSG00000259345.3, ENSG00000259345.4, 79, 1
ENSG00000259345.4, ENSG00000259345.5, 81, 1
ENSG00000259345.5, ENSG00000259345.6, 92, 0.679008
ENSG00000259345.6, ENSG00000259345.7, 97, 0.990741
ENSG00000259345.7, ENSG00000259345.7, 98, 0.9
ENSG00000259345.7, ENSG00000259345.7, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000227075.1, ENSG00000227075.1, 98, 0.9
ENSG00000227075.1, ENSG00000227075.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000263061.1, ENSG00000263061.2, 71, 0.990904
ENSG00000263061.2, ENSG00000263061.3, 72, 0.995596
ENSG00000263061.3, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000241231.1, ENSG00000241231.2, 97, 0.64354
ENSG00000241231.2, ENSG00000241231.2, 98, 0.9
ENSG00000241231.2, ENSG00000241231.2, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000261104.1, ENSG00000261104.1, 98, 0.9
ENSG00000261104.1, ENSG00000261104.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000255306.1, ENSG00000255306.1, 92, 0.72
ENSG00000255306.1, ENSG00000255306.1, 98, 0.9
ENSG00000255306.1, ENSG00000255306.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000261753.1, <retired>, 76, 0
ENSG00000261753.1, ENSG00000237297.1, 76, 1

Old stable ID, New stable ID, Release, Mapping score
ENSG00000258714.1, ENSG00000258714.2, 71, 0.982615
ENSG00000258714.2, <retired>, 77, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000252379.1, ENSG00000252379.2, 76, 0.570103

Old stable ID, New stable ID, Release, Mapping score
ENSG00000264809.1, ENSG00000264809.2, 76, 0.564376

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000254360.1, ENSG00000254360.2, 71, 0.966144
ENSG00000254360.2, <retired>, 74, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000255944.1, ENSG00000255944.1, 98, 0.9
ENSG00000255944.1, ENSG00000255944.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000268028.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000236605.1, ENSG00000236605.1, 98, 0.9
ENSG00000236605.1, ENSG00000236605.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000238895.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000260677.1, ENSG00000260677.1, 98, 0.9
ENSG00000260677.1, ENSG00000260677.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000223504.1, ENSG00000223504.1, 98, 0.9
ENSG00000223504.1, ENSG00000223504.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000264654.1, ENSG00000264654.2, 73, 0.927186
ENSG00000264654.2, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000262831.1, ENSG00000262831.1, 92, 0.72
ENSG00000262831.1, ENSG00000262831.1, 98, 0.9
ENSG00000262831.1, ENSG00000262831.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000262275.1, ENSG00000262275.2, 68, 0.866068
ENSG00000262275.2, ENSG00000108932.8, 76, 1
ENSG00000262275.2, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000269721.1, <retired>, 90, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000229821.1, ENSG00000229821.1, 92, 0.72
ENSG00000229821.1, ENSG00000229821.1, 98, 0.9
ENSG00000229821.1, ENSG00000229821.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000231937.1, ENSG00000231937.1, 92, 0.72
ENSG00000231937.1, ENSG00000231937.1, 98, 0.9
ENSG00000231937.1, ENSG00000231937.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000232604.1, ENSG00000232604.1, 98, 0.9
ENSG00000232604.1, ENSG00000232604.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000243129.1, ENSG00000243129.2, 70, 0.988473

Old stable ID, New stable ID, Release, Mapping score
ENSG00000234613.1, ENSG00000234613.1, 98, 0.9
ENSG00000234613.1, ENSG00000234613.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000263998.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000234405.1, ENSG00000234405.1, 92, 0.72
ENSG00000234405.1, ENSG00000234405.2, 97, 0.40761
ENSG00000234405.2, ENSG00000234405.2, 98, 0.9
ENSG00000234405.2, ENSG00000234405.2, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000236075.1, ENSG00000236075.1, 98, 0.9
ENSG00000236075.1, ENSG00000236075.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000262394.1, <retired>, 74, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000267466.1, ENSG00000267466.1, 98, 0.9
ENSG00000267466.1, ENSG00000267466.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000230939.1, <retired>, 92, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000249334.1, ENSG00000249334.1, 98, 0.9
ENSG00000249334.1, ENSG00000249334.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000260553.1, <retired>, 71, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000226799.1, ENSG00000226799.1, 98, 0.9
ENSG00000226799.1, ENSG00000226799.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000265533.1, ENSG00000265533.1, 98, 0.9
ENSG00000265533.1, ENSG00000265533.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000267514.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000267758.1, ENSG00000267758.1, 92, 0.72
ENSG00000267758.1, ENSG00000267758.1, 98, 0.9
ENSG00000267758.1, ENSG00000267758.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000252617.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000167230.1, ENSG00000167230.2, 15, 0
ENSG00000167230.2, ENSG00000167230.3, 26, 0
ENSG00000167230.3, ENSG00000167230.4, 47, 0.992448
ENSG00000167230.4, ENSG00000167230.5, 68, 0.958394
ENSG00000167230.5, ENSG00000167230.6, 69, 0.974243
ENSG00000167230.6, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000268024.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000260732.1, <retired>, 76, 0
ENSG00000260732.1, ENSG00000211725.3, 76, 1

Old stable ID, New stable ID, Release, Mapping score
ENSG00000264173.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000268560.1, ENSG00000268560.1, 98, 0.9
ENSG00000268560.1, ENSG00000268560.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000262042.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000180105.1, ENSG00000180105.2, 15, 0
ENSG00000180105.2, ENSG00000180105.3, 18.1, 0
ENSG00000180105.3, ENSG00000180105.4, 21, 0
ENSG00000180105.4, ENSG00000180105.5, 26, 0
ENSG00000180105.5, ENSG00000180105.6, 27, 0
ENSG00000180105.6, ENSG00000180105.7, 38, 0
ENSG00000180105.7, ENSG00000180105.8, 47, 0.852396
ENSG00000180105.8, ENSG00000180105.9, 55, 0.932135
ENSG00000180105.9, ENSG00000180105.10, 62, 0.932244
ENSG00000180105.10, ENSG00000180105.11, 70, 0.998184

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000260950.1, <retired>, 76, 0
ENSG00000260950.1, ENSG00000187624.7, 76, 1

Old stable ID, New stable ID, Release, Mapping score
ENSG00000248790.1, ENSG00000248790.1, 92, 0.72
ENSG00000248790.1, ENSG00000248790.1, 98, 0.9
ENSG00000248790.1, ENSG00000248790.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000244327.1, ENSG00000244327.1, 98, 0.9
ENSG00000244327.1, ENSG00000244327.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000227704.1, ENSG00000227704.1, 92, 0.72
ENSG00000227704.1, ENSG00000227704.1, 98, 0.9
ENSG00000227704.1, ENSG00000227704.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000253593.1, ENSG00000253593.2, 71, 0.942608
ENSG00000253593.2, ENSG00000253593.2, 98, 0.9
ENSG00000253593.2, ENSG00000253593.2, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000261112.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000262087.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000269180.1, ENSG00000269180.2, 73, 0.986691
ENSG00000269180.2, ENSG00000140859.12, 76, 1
ENSG00000269180.2, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000229711.1, ENSG00000229711.1, 98, 0.9
ENSG00000229711.1, ENSG00000229711.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000258744.1, ENSG00000258744.1, 77, 0.72
ENSG00000258744.1, ENSG00000258744.1, 92, 0.72
ENSG00000258744.1, ENSG00000258744.2, 97, 0.603741
ENSG00000258744.2, ENSG00000258744.2, 98, 0.9
ENSG00000258744.2, ENSG00000258744.2, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000253824.1, ENSG00000253824.2, 97, 0.728041
ENSG00000253824.2, ENSG00000253824.2, 98, 0.9
ENSG00000253824.2, ENSG00000253824.2, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000240527.1, ENSG00000240527.1, 98, 0.9
ENSG00000240527.1, ENSG00000240527.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000259008.1, ENSG00000259008.1, 98, 0.9
ENSG00000259008.1, ENSG00000259008.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000269203.1, <retired>, 76, 0
ENSG00000269203.1, ENSG00000196368.4, 76, 1

Old stable ID, New stable ID, Release, Mapping score
ENSG00000238820.1, <retired>, 73, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000260796.1, ENSG00000260796.1, 92, 0.72
ENSG00000260796.1, ENSG00000260796.1, 98, 0.9
ENSG00000260796.1, ENSG00000260796.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000236961.1, ENSG00000236961.1, 98, 0.9
ENSG00000236961.1, ENSG00000236961.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000263106.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000225157.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000228142.1, ENSG00000228142.2, 68, 0.942087
ENSG00000228142.2, ENSG00000228142.2, 98, 0.9
ENSG00000228142.2, ENSG00000228142.2, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000254094.1, ENSG00000254094.1, 98, 0.9
ENSG00000254094.1, ENSG00000254094.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000268368.1, <retired>, 76, 0
ENSG00000268368.1, ENSG00000158164.6, 76, 1

Old stable ID, New stable ID, Release, Mapping score
ENSG00000256316.1, ENSG00000275379.1, 76, 0.937286
ENSG00000256316.1, <retired>, 76, 0
ENSG00000256316.1, ENSG00000277775.1, 76, 0.940987
ENSG00000256316.1, ENSG00000274750.1, 76, 0.937286
ENSG00000256316.1, ENSG00000275714.1, 76, 0.937286
ENSG00000256316.1, ENSG00000274267.1, 76, 0.937286
ENSG00000256316.1, ENSG00000278272.1, 76, 0.937286

Old stable ID, New stable ID, Release, Mapping score
ENSG00000229855.1, ENSG00000229855.2, 58, 0.0533333
ENSG00000229855.2, ENSG00000229855.3, 70, 0.396704
ENSG00000229855.3, ENSG00000229855.4, 74, 0.960176
ENSG00000229855.4, ENSG00000229855.5, 76, 1
ENSG00000229855.5, ENSG00000229855.6, 77, 1
ENSG00000229855.6, ENSG00000229855.7, 79, 0.987519
ENSG00000229855.7, ENSG00000229855.8, 81, 1
ENSG00000229855.8, ENSG00000229855.9, 97, 0.797521
ENSG00000229855.9, ENSG00000229855.9, 98, 0.9
ENSG00000229855.9, ENSG00000229855.9, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000239395.1, ENSG00000239395.2, 90, 0.460346

Old stable ID, New stable ID, Release, Mapping score
ENSG00000254951.1, ENSG00000254951.2, 62, 0.991708
ENSG00000254951.2, ENSG00000254951.3, 73, 0.977333
ENSG00000254951.3, ENSG00000254951.4, 76, 1
ENSG00000254951.4, ENSG00000254951.5, 77, 1
ENSG00000254951.5, ENSG00000254951.6, 79, 1
ENSG00000254951.6, ENSG00000254951.7, 81, 1
ENSG00000254951.7, ENSG00000254951.7, 98, 0.9
ENSG00000254951.7, ENSG00000254951.7, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000203849.1, ENSG00000203849.2, 50, 0.325148
ENSG00000203849.2, ENSG00000203849.3, 55, 0.799396
ENSG00000203849.3, ENSG00000203849.4, 56, 0.884138
ENSG00000203849.4, ENSG00000203849.5, 58, 0.94278
ENSG00000203849.5, ENSG00000203849.6, 74, 0.923324
ENSG00000203849.6, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000268489.1, <retired>, 76, 0
ENSG00000268489.1, ENSG00000102317.14, 76, 1

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000227136.1, ENSG00000227136.2, 56, 0.382768
ENSG00000227136.2, <retired>, 83, 0

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000267581.1, ENSG00000267581.1, 98, 0.9
ENSG00000267581.1, ENSG00000267581.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000252193.1, ENSG00000252193.1, 79, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000252142.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000259326.1, ENSG00000259326.1, 92, 0.72
ENSG00000259326.1, ENSG00000259326.1, 98, 0.9
ENSG00000259326.1, ENSG00000259326.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000267559.1, ENSG00000267559.2, 76, 1
ENSG00000267559.2, ENSG00000267559.3, 77, 1
ENSG00000267559.3, ENSG00000267559.4, 79, 1
ENSG00000267559.4, ENSG00000267559.5, 81, 1
ENSG00000267559.5, ENSG00000267559.5, 98, 0.9
ENSG00000267559.5, ENSG00000267559.5, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000259002.1, ENSG00000259002.2, 77, 0.480411
ENSG00000259002.2, ENSG00000259002.2, 98, 0.9
ENSG00000259002.2, ENSG00000259002.2, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000254538.1, ENSG00000254538.1, 98, 0.9
ENSG00000254538.1, ENSG00000254538.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000218187.1, ENSG00000218187.2, 66, 0.861575

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000264794.1, ENSG00000264794.2, 76, 0.938547
ENSG00000264794.2, ENSG00000283172.1, 85, 0.884211
ENSG00000264794.2, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000253986.1, ENSG00000253986.1, 98, 0.9
ENSG00000253986.1, ENSG00000253986.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000265232.1, ENSG00000265232.2, 70, 0.739677
ENSG00000265232.2, ENSG00000203818.6, 76, 1
ENSG00000265232.2, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000254227.1, ENSG00000254227.1, 98, 0.9
ENSG00000254227.1, ENSG00000254227.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000255241.1, ENSG00000255241.1, 92, 0.72
ENSG00000255241.1, ENSG00000255241.1, 98, 0.9
ENSG00000255241.1, ENSG00000255241.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000258696.1, ENSG00000258696.1, 92, 0.72
ENSG00000258696.1, ENSG00000258696.1, 98, 0.9
ENSG00000258696.1, ENSG00000258696.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000235883.1, ENSG00000235883.2, 62, 0.972495
ENSG00000235883.2, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000240281.1, ENSG00000240281.2, 58, 0.99718

Old stable ID, New stable ID, Release, Mapping score
ENSG00000266597.1, <retired>, 85, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000207727.1, <retired>, 73, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000268554.1, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000266826.1, ENSG00000266826.2, 88, 0.601337

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000252245.1, <retired>, 79, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000236385.1, ENSG00000236385.1, 98, 0.9
ENSG00000236385.1, ENSG00000236385.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000250513.1, <retired>, 74, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000232895.1, ENSG00000232895.2, 71, 1
ENSG00000232895.2, ENSG00000232895.2, 98, 0.9
ENSG00000232895.2, ENSG00000232895.2, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000260536.1, ENSG00000260536.1, 92, 0.72
ENSG00000260536.1, ENSG00000260536.1, 98, 0.9
ENSG00000260536.1, ENSG00000260536.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000253403.1, ENSG00000253403.1, 92, 0.72
ENSG00000253403.1, ENSG00000253403.1, 98, 0.9
ENSG00000253403.1, ENSG00000253403.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000257740.1, ENSG00000257740.1, 92, 0.72
ENSG00000257740.1, ENSG00000257740.1, 98, 0.9
ENSG00000257740.1, ENSG00000257740.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score

Old stable ID, New stable ID, Release, Mapping score
ENSG00000244063.1, ENSG00000244063.1, 98, 0.9
ENSG00000244063.1, ENSG00000244063.1, 99, 0.9

Old stable ID, New stable ID, Release, Mapping score
ENSG00000240510.1, ENSG00000240510.2, 62, 0.404037
ENSG00000240510.2, <retired>, 76, 0

Old stable ID, New stable ID, Release, Mapping score
ENSG00000213752.1, ENSG00000213752.2, 55, 0.932966
